"source","title","author","genre","price_usd","rating","ratings_count","year","language","scraped_at","snapshot_id"
"Open Library","Tales of Terror and Mystery","Arthur Conan Doyle","horror",NA,NA,NA,1963,"eng",2025-11-19 04:05:18,4
"iTunes Store","DEAD AND GONE TO BELL","Jeremy Waldron","mystery thriller",10.04,4.5,252,NA,NA,2025-11-19 04:05:18,4
"Open Library","Chokehold","Leigh Rivers","sports",NA,3.5,6,2024,"eng",2025-11-19 04:05:18,4
"iTunes Store","50+ classic  horror fiction by Ambrose Bierce， Bram Stoker，Edgar Allan Poe，Algernon Blackwood，M. R. James，William Hope Hodgson，Etc.","Ambrose Bierce","horror fiction",0.97,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Pippi Långstrump","Astrid Lindgren","children",NA,3.64,25,1945,"rus",2025-11-19 04:05:18,4
"Open Library","Le Comte de Monte Cristo","Alexandre Dumas","history",NA,4.19,192,1830,"yid",2025-11-19 04:05:18,4
"iTunes Store","Alpine Cooking","Meredith Erickson","cooking",12.84,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Law of Success","Napoleon Hill","business",NA,4.34,8,1969,"eng",2025-11-19 04:05:18,4
"Open Library","Vol de nuit","Antoine de Saint-Exupéry","biography",NA,4.55,9,1931,"fre",2025-11-19 04:05:18,4
"iTunes Store","The Basque History of the World","Mark Kurlansky","world history",10.08,4,8,NA,NA,2025-11-19 04:05:18,4
"Google Books","Household Hints and Recipes","Henry T. Williams, Sophia Orne Johnson","Conduct of life",NA,NA,NA,1884,"en",2025-11-19 04:05:18,4
"iTunes Store","The Science Fiction Hall of Fame Volume Two-A (The Great Novellas)","Robert A. Heinlein, Jack Williamson, Theodore Sturgeon, Cordwainer Smith & Poul Anderson","science fiction",6.76,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","She","H. Rider Haggard","romance",NA,3.88,6,1886,"pol",2025-11-19 04:05:18,4
"iTunes Store","Histories of Art and Design Education","Mervyn Romans","art design",10.34,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Google Books","The Novel Today","Malcolm Bradbury","Literary Criticism",NA,NA,NA,1977,"en",2025-11-19 04:05:18,4
"iTunes Store","Crystal Gardens","Amanda Quick","historical fiction",3.06,3.96,335,NA,NA,2025-11-19 04:05:18,4
"Google Books","Dreams of Fear","S. T. Joshi, Steven J. Mariconda","Poetry",NA,NA,NA,2012,"en",2025-11-19 04:05:18,4
"Open Library","Bible","Bible","biography",NA,4.02,80,1200,"ukr",2025-11-19 04:05:18,4
"iTunes Store","Toward a Psychology of Awakening","John Welwood","psychology",20.12,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Monster of Monsters: Vampire’s Special Delivery- Fantasy, Science Fiction, & Horror Flash Fiction #7","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Canterville Ghost","Oscar Wilde","children",NA,4.48,7,1887,"rus",2025-11-19 04:05:18,4
"Open Library","The Picture of Dorian Gray","Oscar Wilde","history",NA,4.22,119,1890,"yid",2025-11-19 04:05:18,4
"Open Library","Incidents in the Life of a Slave Girl","Harriet A. Jacobs","biography",NA,3.88,9,1861,"dut",2025-11-19 04:05:18,4
"Open Library","The Fall of the House of Usher","Edgar Allan Poe","romance",NA,4.18,18,1704,"eng",2025-11-19 04:05:18,4
"Open Library","Le petit prince","Antoine de Saint-Exupéry","travel",NA,4.48,221,1943,"yid",2025-11-19 04:05:18,4
"iTunes Store","The Frozen River: A GMA Book Club Pick","Ariel Lawhon","historical fiction",14.43,4.53,4460,NA,NA,2025-11-19 04:05:18,4
"Open Library","Frankenstein or The Modern Prometheus","Mary Shelley","science_fiction",NA,4.06,216,1818,"rus",2025-11-19 04:05:18,4
"iTunes Store","The Jam Maker: The must-read new Tasmanian historical fiction for 2025 based on a true story, perfect for readers of Fiona McIntosh and Victoria Purman.","Mary-Lou Stephens","historical fiction",8.36,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Splintered: A YA Paranormal Romance Novel (Volume 3 of the Reflections Books)","Dean Murray","romance novel",2.95,4.46,274,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The World's Best Poetry, Volume 10","Various Authors","poetry",0,3.4,34,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Home Ice (A Sweet Hockey Romance Novel)","Rachelle Vaughn","romance novel",4.89,3.43,83,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Olive Kitteridge","Elizabeth Strout","historical fiction",2.86,4.08,1892,NA,NA,2025-11-19 04:05:18,4
"Open Library","Pride and Prejudice","Jane Austen","historical_fiction",NA,4.17,382,1813,"pan",2025-11-19 04:05:18,4
"Open Library","Bambi","Felix Salten","biography",NA,3.49,12,1923,"fre",2025-11-19 04:05:18,4
"Open Library","Maus I","Art Spiegelman","horror",NA,4.6,155,1986,"por",2025-11-19 04:05:18,4
"iTunes Store","Japan in World History","James L. Huffman","world history",27.22,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Adventure of the Blue Carbuncle (With Audio)","Arthur Conan Doyle","adventure",0,4.45,74,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","A Long Petal of the Sea","Isabel Allende, Nick Caistor & Amanda Hopkinson","historical fiction",9.15,4.49,965,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Charlie and the Great Glass Elevator","Roald Dahl & Quentin Blake","childrens fiction",5.8,4.47,258,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Stress The Psychology of Managing Pressure","DK","psychology",9.89,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Noli Me Tangere","José Rizal","history",NA,4.39,10,1902,"ita",2025-11-19 04:05:18,4
"Open Library","Le fantôme de l'opéra","Gaston Leroux","horror",NA,3.78,39,1911,"jpn",2025-11-19 04:05:18,4
"iTunes Store","The Second Horror","R. L. Stine","horror fiction",9.57,4.51,13,NA,NA,2025-11-19 04:05:18,4
"Open Library","Cards on the Table","Agatha Christie","mystery",NA,3.79,16,1936,"ger",2025-11-19 04:05:18,4
"iTunes Store","50+ classic  horror fiction by Bram Stoker，Edgar Allan Poe，Algernon Blackwood，M. R. James，William Hope Hodgson，Etc.","Bram Stoker","horror fiction",1,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Orchard Inn - An Interracial Romance Novel","A. M. Kusi","romance novel",0,3.94,381,NA,NA,2025-11-19 04:05:18,4
"Open Library","Eva Luna","Isabel Allende","fiction",NA,4.18,9,1987,"ita",2025-11-19 04:05:18,4
"iTunes Store","Dinosaur Club: Escaping the Liopleurodon","Rex Stone","childrens fiction",4.06,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Eyes of the Dragon","Stephen King","horror",NA,4.37,25,1959,"fre",2025-11-19 04:05:18,4
"Open Library","The Road to Oz","L. Frank Baum","children",NA,3.36,8,1909,"eng",2025-11-19 04:05:18,4
"iTunes Store","The Ultimate Self-Help Guide for Men","Joe Novella","self help",2.06,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Singapore Travel Guide","Tidels","travel",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Poetic Digital Storytelling: Transforming Poetry into Artistic Digital Presentations","Mike Mural","poetry",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Principles of Psychology","William James","psychology",1.94,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","KIller Couples An Anthology of True Crime","Natalie Morganis","true crime",5.85,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Occult Philosophy I.","Heinrich Cornelius Agrippa","philosophy",0.99,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Goldfinger","Ian Fleming","thriller",NA,3.37,12,1958,"por",2025-11-19 04:05:18,4
"iTunes Store","Raising Capital for Real Estate: How to Create Passive Income from Home and Captivate Investors, Provide Credibility and Finance Projects- A Beginner's Guide","Edward Day","business finance",2.97,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Understand Banks & Financial Markets: An Introduction to the International World of Money & Finance","Michiel van den Broek","business finance",10.94,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The works of Washington Irving","Washington Irving","art",NA,4,2,1800,"eng",2025-11-19 04:05:18,4
"Open Library","The Mamba mentality","Kobe Bryant","sports",NA,4.39,20,2005,"eng",2025-11-19 04:05:18,4
"iTunes Store","The Complete Works of Washington Irving: Short Stories, Plays, Historical Works, Poetry and Autobiographical Writings (Illustrated)","Washington Irving","historical fiction",1,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Dynamics of World History","Christopher Dawson","world history",9.73,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Moby Dick","Herman Melville","psychology",NA,3.98,187,1851,"fre",2025-11-19 04:05:18,4
"Google Books","METEOROLOGY","Aristotle","Philosophy",NA,NA,NA,2017,"en",2025-11-19 04:05:18,4
"iTunes Store","The Dragon Blood Collection (Books 1-3)","Lindsay Buroker","fantasy",0,4.47,198,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Visitor","Katherine Applegate","sports",NA,4.31,5,1996,"ita",2025-11-19 04:05:18,4
"iTunes Store","The Best American Science Fiction and Fantasy 2015","Joe Hill & John Joseph Adams","science fiction",9.92,3.03,6,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Snow Goose","Paul Gallico","childrens fiction",4.91,4.52,27,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Gospel according to Science Fiction","Gabriel McKee","science fiction",10.23,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","They Do It with Mirrors","Agatha Christie","mystery",NA,4.25,9,1952,"heb",2025-11-19 04:05:18,4
"Open Library","The Partner","John Grisham","thriller",NA,3.24,9,1997,"por",2025-11-19 04:05:18,4
"Open Library","Paradise Lost","John Milton","poetry",NA,3.74,35,1667,"fre",2025-11-19 04:05:18,4
"Open Library","Four Past Midnight","Stephen King","horror",NA,4.05,20,1990,"fre",2025-11-19 04:05:18,4
"Open Library","La Poetica","Aristotle","psychology",NA,3.62,12,1479,"lat",2025-11-19 04:05:18,4
"Open Library","La Chute","Albert Camus","philosophy",NA,3.73,57,1917,"ita",2025-11-19 04:05:18,4
"iTunes Store","Vegan Cooking for Carnivores","Roberto Martin, Portia de Rossi, Ellen DeGeneres & Quentin Bacon","cooking",12.24,3.95,168,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The True Crime Files (Illustrator)","Arthur Conan Doyle","true crime",2.05,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Principles of Psychology","William James","psychology",1.02,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Fleet Destroyer (A World War 2 Naval Adventure)","J.E. Macdonnell","adventure",3.96,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Cooking Gene","Michael W. Twitty","cooking",15.46,4.03,27,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Cooking Light Lighten Up, America!","Allison Fishman Task & Editors of Cooking Light","cooking",9.86,3.96,30,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Female Killers: True Crime Stories of Murderous Women","Eliza Toska","true crime",2.06,4.49,36,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Make Your Own Pixel Art","Jennifer Dawe & Matthew Humphries","art design",11.93,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Outpost- A LitRPG Adventure","Terry W. Ervin II","adventure",0,4,39,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","King of Fools (A Free Fantasy Short Story)","M. R. Mathias","fantasy",0,4.08,203,NA,NA,2025-11-19 04:05:18,4
"Open Library","Goethe's Werke","Johann Wolfgang von Goethe","biography",NA,3.56,5,1800,"ger",2025-11-19 04:05:18,4
"iTunes Store","Hope and Help for Your Nerves","Claire Weekes","self help",10.55,4.6,148,NA,NA,2025-11-19 04:05:18,4
"Open Library","On Writing","Stephen King","horror",NA,4.05,80,1999,"pol",2025-11-19 04:05:18,4
"Open Library","The Handmaid's Tale","Margaret Atwood","science_fiction",NA,3.91,122,1985,"rus",2025-11-19 04:05:18,4
"iTunes Store","SEAL Survival Guide: Active Shooter and Survival Medicine Excerpt","Cade Courtley","sports outdoors",0,4.39,42,NA,NA,2025-11-19 04:05:18,4
"Open Library","Notre Dame de Paris","Victor Hugo","historical_fiction",NA,4.06,44,1831,"eng",2025-11-19 04:05:18,4
"Open Library","A Torre Negra","Stephen King","horror",NA,4.06,84,1991,"ger",2025-11-19 04:05:18,4
"Open Library","The Happy Prince and other tales","Oscar Wilde","children",NA,4.31,12,1888,"fre",2025-11-19 04:05:18,4
"Open Library","Gender equity in intercollegiate athletics",NA,"sports",NA,3.37,3,1993,"eng",2025-11-19 04:05:18,4
"iTunes Store","Doing Business in Saudi Arabia","Michael O'Kane","business finance",16.1,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Serial Killer Monsters (3-in-1 True Crime Compendium)","Phil Clarke","true crime",2,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Upside Down Cooking","Dominic Franks","cooking",13.54,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Ordeal by Innocence","Agatha Christie","mystery",NA,4.12,2,1958,"por",2025-11-19 04:05:18,4
"Open Library","Orlando","Virginia Woolf","fantasy",NA,4.19,19,1928,"fre",2025-11-19 04:05:18,4
"Open Library","A Feast for Crows","George R. R. Martin","travel",NA,4.09,153,2005,"fre",2025-11-19 04:05:18,4
"iTunes Store","Serial Killers Volume 1: 6 Horrific Serial Killers’ True Crime Stories","Ryan Becker","true crime",0,4.08,66,NA,NA,2025-11-19 04:05:18,4
"Open Library","Treasured Armenian Recipes","Armenian General Benevolent Union. Detroit Women's Chapter","cookbook",NA,NA,NA,1949,"eng",2025-11-19 04:05:18,4
"Open Library","Pet Sematary","Stephen King","horror",NA,4.1,171,1983,"spa",2025-11-19 04:05:18,4
"Open Library","The Last Battle","C. S. Lewis","science_fiction",NA,3.92,72,1956,"pol",2025-11-19 04:05:18,4
"iTunes Store","Multinational Business Finance","CTI Reviews","business finance",57.9,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","WEST PORT MURDERS (True Crime Classic)","Various Authors","true crime",2.01,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Harry Potter and the Goblet of Fire","J. K. Rowling","fantasy",NA,4.21,335,2000,"rus",2025-11-19 04:05:18,4
"iTunes Store","The Psychology Of The Child","Jean Piaget & Barbel Inhelder","psychology",14.24,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Shirley","Charlotte Brontë","historical_fiction",NA,4.16,9,1800,"por",2025-11-19 04:05:18,4
"iTunes Store","Louisiana Cooking Vol. 1","Anthony Johnson","cooking",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","A Tale of Two Cities","Charles Dickens","history",NA,3.76,198,1800,"pan",2025-11-19 04:05:18,4
"Open Library","Игрокъ","Фёдор Михайлович Достоевский","fiction",NA,3.61,7,1866,"por",2025-11-19 04:05:18,4
"Open Library","The Elements of Style","William Strunk, Jr.","art",NA,3.62,16,1920,"eng",2025-11-19 04:05:18,4
"iTunes Store","Philosophy of Biology","Peter Godfrey-Smith","philosophy",19.6,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Pocket Guide to Business Finance","Paul Burns & Peter Morris","business finance",49.04,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Austria Travel Guide","Lonely Planet","travel",16.76,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","From crook to cook","Snoop Dogg","cookbook",NA,NA,NA,2018,"eng",2025-11-19 04:05:18,4
"iTunes Store","Psychology: A Complete Introduction","Sandi Mann","psychology",4.01,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Harry Potter and the Philosopher's Stone","J. K. Rowling","fantasy",NA,4.27,980,1997,"yid",2025-11-19 04:05:18,4
"Open Library","Wanderlust","Rebecca Solnit","sports",NA,4.34,4,2000,"eng",2025-11-19 04:05:18,4
"iTunes Store","The Flowered Thundermug: A Science Fiction Comedy","Alfred Bester","science fiction",1.02,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Optimization in Economics and Finance","Bruce D. Craven & Sardar M. N. Islam","business finance",167.75,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","A House Among the Trees","Julia Glass","childrens fiction",11.01,4.02,43,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","A Poetry Handbook","Mary Oliver","poetry",10.45,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Архипелаг ГУЛАГ","Александр Исаевич Солженицын","biography",NA,4.5,14,1970,"eng",2025-11-19 04:05:18,4
"Open Library","The Problems of Philosophy","Bertrand Russell","philosophy",NA,3.3,5,1900,"spa",2025-11-19 04:05:18,4
"iTunes Store","Philosophy of Osteopathy","Andrew T. Still","philosophy",1.03,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","A Game of Thrones","George R. R. Martin","fantasy",NA,4.3,744,1996,"jpn",2025-11-19 04:05:18,4
"iTunes Store","The Best American Sports Writing 2016","Rick Telander","sports outdoors",3.05,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Collector","John Fowles","art",NA,3.66,4,1963,"ger",2025-11-19 04:05:18,4
"iTunes Store","Philosophy of love","Adrian Gabriel Dumitru","philosophy",0,4.05,11,NA,NA,2025-11-19 04:05:18,4
"Google Books","Culinary Landmarks","Elizabeth Driver","Cooking",NA,NA,NA,2008,"en",2025-11-19 04:05:18,4
"iTunes Store","50 Philosophy Classics","Tom Butler-Bowdon","philosophy",19.48,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Third Golden Age of Science Fiction Megapack","Poul Anderson","science fiction",0.96,4.44,7,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Story of the Amulet","Edith Nesbit","fiction",NA,3.66,9,1905,"fre",2025-11-19 04:05:18,4
"Open Library","Candide","Voltaire","philosophy",NA,4.05,82,1746,"bal",2025-11-19 04:05:18,4
"iTunes Store","The True Crime MEGAPACK®: 4 Complete Books","Wenzell Brown & Martin M. Frank","true crime",0.96,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Sonnenfinsternis","Arthur Koestler","historical_fiction",NA,4.09,15,1940,"gre",2025-11-19 04:05:18,4
"Open Library","The Big Sleep","Raymond Chandler","mystery",NA,4.03,20,1939,"fre",2025-11-19 04:05:18,4
"Open Library","Perfume","Patrick Süskind","historical_fiction",NA,3.89,82,1985,"gre",2025-11-19 04:05:18,4
"iTunes Store","Polish Cooking, Revised","Marianna Olszewska Heberle","cooking",12.27,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Much Depends on Dinner","Margaret Visser","cookbook",NA,NA,NA,1986,"eng",2025-11-19 04:05:18,4
"Open Library","The Phoenix and the Carpet","Edith Nesbit","children",NA,3.06,10,1903,"eng",2025-11-19 04:05:18,4
"iTunes Store","Long Island (Oprah's Book Club)","Colm Tóibín","historical fiction",13.71,3.45,875,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Baby Step Your Way to a Life You Love: Get Out Of Your Own Way (A Self-Help How-To Guide for Empowerment and Personal Growth)","Shelli Johnson","self help",2.94,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Pokémon Poetry","Logan Zeman","poetry",0,3.45,44,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Hotwife Shared With Stranger - A Wife Sharing Open Marriage Adultery Wife Watching Romance Novel","Karly Violet","romance novel",5.06,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","11/22/63 (Enhanced Edition)","Stephen King","historical fiction",12.1,4.51,2103,NA,NA,2025-11-19 04:05:18,4
"Open Library","Poetics","Aristotle","history",NA,3.77,7,1536,"grc",2025-11-19 04:05:18,4
"Open Library","Carmilla","Sheridan Le Fanu","fiction",NA,3.9,59,1871,"fre",2025-11-19 04:05:18,4
"Open Library","Les confessions","Jean-Jacques Rousseau","biography",NA,4.3,5,1782,"chi",2025-11-19 04:05:18,4
"Open Library","How to Get Rich","Donald Trump","sports",NA,4.54,8,1987,"eng",2025-11-19 04:05:18,4
"iTunes Store","Absolute Threat (A Jake Mercer Political Thriller—Book 1)","Jack Mars","mystery thriller",0,3.92,544,NA,NA,2025-11-19 04:05:18,4
"Google Books","Spell Singers","Mercedes Lackey, Jennifer Roberson, Ru Emerson, Marion Zimmer Bradley","Fiction",NA,NA,NA,1988,"en",2025-11-19 04:05:18,4
"Open Library","Think and Grow Rich","Napoleon Hill","self_help",NA,4.1,570,1937,"por",2025-11-19 04:05:18,4
"iTunes Store","World History","Ian Crofton","world history",3.08,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The Sports Gene","David Epstein","sports outdoors",10.39,3.95,188,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Death Masks","Jim Butcher","fantasy",7.63,4.51,1176,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Poetry","Langston Hughes","poetry",0,4.54,10,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Travel Light","Naomi Mitchison","travel",10.28,3.93,15,NA,NA,2025-11-19 04:05:18,4
"Open Library","Meghadūta","Kālidāsa","poetry",NA,3.31,13,1813,"pan",2025-11-19 04:05:18,4
"iTunes Store","Poetry for Poetry's Sake","Andrew Cecil Bradley","poetry",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Occult Philosophy II.","Heinrich Cornelius Agrippa","philosophy",0.99,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","John Bunyan's Poetry","John Bunyan","poetry",0.96,5,6,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Horowitz Horror","Anthony Horowitz","horror fiction",10.02,4.41,28,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Redemption Falls","Joseph O'Connor","historical fiction",13.95,3.52,5,NA,NA,2025-11-19 04:05:18,4
"Open Library","And Then There Were None","Agatha Christie","thriller",NA,4.36,164,1939,"por",2025-11-19 04:05:18,4
"Open Library","A dash of magic","Kathryn Littlewood","cookbook",NA,NA,NA,2012,"eng",2025-11-19 04:05:18,4
"iTunes Store","Rooftop Horror","Mike Bozart","horror fiction",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Understand Basic Business Finance: Flash","Philip Ramsden","business finance",3.13,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Villette, a novel","Charlotte Brontë","psychology",NA,3.48,5,1853,"por",2025-11-19 04:05:18,4
"Open Library","Harry Potter and the Goblet of Fire","J. K. Rowling","sports",NA,4.23,335,2000,"rus",2025-11-19 04:05:18,4
"iTunes Store","Ф 50+ classic  horror fiction by Bram Stoker，Edgar Allan Poe，Algernon Blackwood，M. R. James，William Hope Hodgson，Etc.","Ronghua Xiang","horror fiction",1.01,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","The American Yoga Association Beginner's Manual Fully Revised and Updated","Alice Christensen","sports outdoors",15.94,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Lives","Plutarch","biography",NA,3.31,8,1564,"heb",2025-11-19 04:05:18,4
"Open Library","Promise Me","Harlan Coben","sports",NA,4.48,5,2006,"por",2025-11-19 04:05:18,4
"Open Library","Death on the Nile","Agatha Christie","mystery",NA,4.15,24,1937,"heb",2025-11-19 04:05:18,4
"Open Library","Il nome della rosa","Umberto Eco","thriller",NA,4.15,116,1980,"por",2025-11-19 04:05:18,4
"iTunes Store","My Highland Captor: A Scottish Highlander Historical Romance Novel","Miriam Minger","romance novel",5.13,4.59,78,NA,NA,2025-11-19 04:05:18,4
"Open Library","Män som hatar kvinnor","Stieg Larsson","thriller",NA,4.24,97,2005,"fre",2025-11-19 04:05:18,4
"iTunes Store","The Adventure Zone: Here There Be Gerblins","Clint McElroy, Griffin McElroy, Justin McElroy & Travis McElroy","adventure",12.96,4.89,223,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Fantasy and Science Fiction Stories","Mikkell Khan","science fiction",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Google Books","العنف ضد الأطفال العرب",NA,"Children",NA,NA,NA,2001,"ar",2025-11-19 04:05:18,4
"Google Books","Bleak House","Charles Dickens","historical+fiction",NA,NA,NA,2019,"en",2025-11-19 04:05:18,4
"iTunes Store","50 Great Myths of Popular Psychology","Scott O. Lilienfeld, Steven Jay Lynn, John Ruscio & Barry L. Beyerstein","psychology",28.01,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","D'Arcy Wentworth Thompson's Generative Influences in Art, Design, and Architecture","Ellen K. Levy & Charissa N. Terranova","art design",32.08,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Ai hen chih chien","Susan Forward","self_help",NA,2.26,3,1986,"spa",2025-11-19 04:05:18,4
"iTunes Store","DK Vienna","DK Travel","travel",9.86,NA,NA,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Starting and Running a Business All-in-One for Dummies","Colin Barrow","business finance",19.89,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Google Books","Frog Music","Emma Donoghue","Fiction",NA,NA,NA,2014,"en",2025-11-19 04:05:18,4
"iTunes Store","Sisters of Magic","Maggie Shaw","fantasy",0,4.57,65,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Beyond Good and Evil","Friedrich Wilhelm Nietzsche","philosophy",0,3.6,790,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Monster of Monsters: The Elevator Ride Down Down- Fantasy, Science Fiction, & Horror Flash Fiction #4","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Dead Zone","Stephen King","thriller",NA,4.09,46,1979,"por",2025-11-19 04:05:18,4
"Open Library","An American Tragedy","Theodore Dreiser","historical_fiction",NA,3.95,14,1900,"rus",2025-11-19 04:05:18,4
"iTunes Store","All the Broken Places","John Boyne","historical fiction",15.57,4.61,1554,NA,NA,2025-11-19 04:05:18,4
"Open Library","A Passage to India","E. M. Forster","history",NA,3.48,16,1924,"fre",2025-11-19 04:05:18,4
"iTunes Store","Brave Love - A Single Dad Curvy Woman Romance Novel","A. M. Kusi","romance novel",4.86,4.63,25,NA,NA,2025-11-19 04:05:18,4
"iTunes Store","Not Me (A Camille Grace FBI Suspense Thriller—Book 1)","Kate Bold","mystery thriller",0,3.93,2040,NA,NA,2025-11-19 04:05:18,4
"Open Library","Lord Jim","Joseph Conrad","travel",NA,3.88,14,1900,"chi",2025-11-19 04:05:18,4
"Open Library","Anne of Avonlea","Lucy Maud Montgomery","children",NA,4.31,28,1909,"pol",2025-11-19 04:05:18,4
"Google Books","The Development of the English Novel","Wilbur Lucius Cross","English fiction",NA,NA,NA,1927,"en",2025-11-19 04:05:18,4
"Open Library","4:50 from Paddington","Agatha Christie","mystery",NA,4.03,23,1957,"rus",2025-11-19 04:05:18,4
"Open Library","Le roman du masque de fer","Alexandre Dumas","romance",NA,4.51,8,1600,"ger",2025-11-19 04:05:18,4
"iTunes Store","A World History of Rubber","Stephen L. Harp","world history",24.4,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","The Hobbit","J.R.R. Tolkien","horror",NA,4.39,484,1937,"yid",2025-11-19 04:05:18,4
"iTunes Store","Teaching Philosophy","Naomi Wahls","philosophy",0,NA,NA,NA,NA,2025-11-19 04:05:18,4
"Open Library","Gone With the Wind","Margaret Mitchell","history",NA,3.77,51,1936,"fre",2025-11-19 04:05:18,4
